division,isco_08_code,isco_08_title,occupation_code,occupation_name,occupation_description,qualification_pack_reference,nswf_level
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.0900,Assembly Operator (Radio Manufacturing),"Assembly Operator (Radio Manufacturing.) assembles various components of radio set by fitting and soldering parts together as designed to form sub-assemblies and fits them to printed circuit board following specifications and using hand tools to make complete wireless receiving set. Collects required components or parts such as chassis, transistors, resistors, speaker, etc. and places them at convenient position on worktable. Cuts prescribed lengths of electric wires of different colours using, cutter, hand knife or blade. Solders ends of wires to marked points according to wiring diagram, using suitable electric soldering iron. Assembles various parts of wireless receiving set in proper order to make different subassemblies such as transformer switches, tuning controls etc., using pliers, spanners, screw driver and other hand tools. Fits sub-assemblies securely to chassis and ensures that all nuts and bolts are and terminals of wires are properly soldered to respective points. Selects appropriate types of electronic components and fits them to circuit board or plugs fitted to chassis. Gets assembled chassis checked for correctness. Fits chassis in appropriate Fibre or Bakelite cabinet and securely holds it in position by tightening chassis bolts. Fixes various control knobs to complete receiving set. May adjust and replace defective or improperly functioning circuitry and electronics components, using hand tools and soldering irons. May test for efficiency and performance. May be designated as METAL PARTS ASSEMBLER, CHASSIS ASSEMBLER, TRANSFORMER ASSEMBLER, CABINET ASSEMBLER etc., according to the stage and nature of work done.",NA,NA
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.1000,"Form Layer, Cable (Telephone Equipment Manufacturing)","Form Layer, Cables (Telephone and Telegraph Equipment Mfg.) marks dimensions on cable board and fixes nails
 or jibs on it for making cables used in
 selector racks, relay sets, etc. Studies blue
 print and specifications of lay out of
 cables to be formed. Marks different
 lengths, bends etc. on plywood sheet
 cable board according to size and type of
 cable to be made. Drives nails or makes
 small holes and screws standard pins
 according to markings on cable board,
 following prescribed colour code and
 different cable connections. May assist in
 making cables.",NA,NA
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.1100,"Cable Maker, Rack Wiring (Telephone and Telegraph Equipment Manufacturing)","Cable Maker, Rack Wiring (Telephone Equipment Mfg.) forms insulated wire cable by hand used in telephone equipment. Studies specifications and collects insulated wires of required sizes, type and colour. Runs wires of appropriate colour through or over different points in form laid on cable board. Checks for dimension and cuts them at end points. Moulds and laces wires together with waxed twine to make cables. Puts correct tags on cable formed and passes them for inspection.",NA,NA
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.1200,"Operator, Rack Wiring (Telephone and Telegraph Equipment Manufacturing)","Operator, Rack Wiring; Wireman, Rack Wiring (Telephone and Telegraph Equipment Mfg.) assembles and wires selector racks, relay set racks etc., used in telephone exchange. Reads instruction card and specification sheets. Assembles on rack all components such as cable brackets, tag block bracket, shelf jacks, relays, fuse panels, buzz bars etc. Mounts cables on rack and connects wires to tag block according to specified colour code. Solders contacts, squared wiring formation and ties and laces cables with waxed card using pliers, screw drivers,
 soldering iron etc.",NA,NA
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.1301,RAC Assembly Operator,"RAC Assembly Operator assembles and connects together the various modules and parts of the refrigerator or air conditioner. The individual at work is responsible for assembling and wiring up of various components, modules or subassemblies and systems to make the complete product.",ELE/Q3501,4
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.1401,Assembly Operator-TV,"TV Assembly Operator assembles various parts of the television to produce the set. Key parts may vary depending on the type of television being manufactured, e.g., CRT, LCD, LED. The individual at work is responsible for fitting in the different modules of the television set into the frame using appropriate screws and connectors during the different stages of the assembly process. The individual is expected to minimise errors at every stage since the assembly line is continuously in motion",ELE/Q3502,4
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.1501,Mechanical Assembly Operator,"Mechanical Assembly Operator assembles all parts of LED luminary to complete the product. The individual at work fits together different electronic, electrical and mechanical parts and connects them to make the final LED luminary as per product design.",ELE/Q9201,4
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.1601,Manual Insertion Operator,"Manual Insertion Operator inserts components on printed circuit board (PCB) as per the design. The individual on the job is responsible for manually fixing different electronic components, especially, in through-hole assembly of components that cannot be inserted using pick-and-place machine because of reasons such as inconsistent shape or size or hand-soldering requirement.",ELE/Q5305,3
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.1602,Through Hole Assembly Operator,"Through hole assembly operator inserts electronic components for assembling the printed circuit board (PCB), as per the design, either manually or through automated machine. The individual on the job is responsible for manually fixing components using hand tools, operating and maintaining the automated insertion machine used for placing different types
 of components on the through-hole PCBs.",ELE/Q5101,3
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.1603,Pick and Place Assembly Operator,"Pick and Place Operator operates the automated pick-and-place machine for assembling components on the printed circuit board (PCB). The individual on the job, programs, operates and maintains the automated pick-and-place machine for placing different types of components on the surface of PCBs for soldering.",ELE/Q5102,4
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.1604,Reflow-oven Soldering Operator,"Reflow-oven Soldering Operator operates the reflow-oven soldering machine to solder the components on printed circuit boards after pick-and-place assembly. The individual at work is responsible for loading, operating and maintaining the reflow-oven soldering machine.",ELE/Q5304,3
